,text,user_age,gender,days_on_platform,user_region,label,train_test_split
3240,@user @user #cmbyn does screen  August 4 &amp; 6 at #miff,21.06,Male,1450,Europe,sadness,Train
3241,@user Get Donovan out of your soccer booth. He's awful. He's bitter. He makes me want to mute the tv. #horrid,50.64,Female,2152,Asia Pacific,anger,Train
3242,@user how can u have sold so many copies but ur game has so many fucking bugs and mad lag issues. Optimize ur shit soon.,30.95,Female,6839,Asia Pacific,anger,Train
3243,Pressured. 😦,31.78,Female,2087,Middle East/Africa,sadness,Train
3244,Yes #depression &amp; #anxiety are real but so is bein #grateful &amp; #happiness \nI choose how i wanna live MY life not some disorder,39.72,Other,366,Americas,sadness,Test
3245,"People who say nmu are the worst, something has to be going on, tell me I wanna know bout your life that's why I fucking asked, I care 😤",46.41,Male,4449,Middle East/Africa,anger,Train
3246,"@user The hatred from the Left ought to concern everyone----who wants a police state-the left, so than can spy on all of us.",25.59,Female,175,Europe,anger,Test
3247,@user #shocking loss of talented young man#prayers#pray for his family,16.8,Female,2257,Americas,sadness,Test
3248,Its #amazing watching various news outlets showing mixed crowds of ppl watching #Eclipse with NO #racial tension.. #MSM can't hide this!,11.06,Male,4466,Europe,happiness,Train
3249,"That moment when people say you don't need medicine, it's mind over matter. You need to stop doing that. #bipolar",32.5,Female,4319,Europe,anger,Test
3250,@user @user Please. Don't insult Goths.,39.59,Other,6440,Europe,anger,Test
3251,@user What an F'ing liar,10.74,Male,933,Europe,anger,Train
3252,May or may not have just pulled the legal card on these folks. #irritated,40.93,Male,2370,Europe,anger,Train
3253,"Me: 'I miss your personality,will it come back?' Him: 'I'm sorry.I'm me. You be you.' #Sad #depressed #longdistancerelationship",17.73,Male,547,Middle East/Africa,sadness,Test
3254,Comparing yourself to others is one of the root causes for feelings of unhappiness and depression.,30.42,Female,2363,Americas,sadness,Test
3255,"@user @user Americans do not spank their children, and they are a God fearing people who knows the biggest sin is hypocrisy.",38.14,Male,1397,Middle East/Africa,optimism,Test
3256,The only upside to being deathly ill this week is that I've gotten better at taking pills. #optimism,27.23,Female,1933,Americas,optimism,Test
3257,Favorite character who's name starts with the letter M?\n #Prisonbreak5  #The100 #GreysAnatomy,41.82,Other,6495,Asia Pacific,happiness,Test
3258,I'm so nervous I could puke + my body temp is rising ha ha ha ha ha,35.82,Male,297,Americas,happiness,Test
3259,I cannot see a rational way of bearing a grudge to him for that. I do not. Maybe because I do not live by Netflix and I do not care...,33.18,Female,6580,Middle East/Africa,anger,Test
3260,And let the depression take the stage once more 🙃,44.66,Male,1882,Americas,sadness,Train
3261,I love swimming for the same reason I love meditating...the feeling of weightlessness.,21.26,Female,398,Asia Pacific,happiness,Test
3262,@user Is it just me that thinks it looks boring?,41.99,Female,5023,Asia Pacific,sadness,Train
3263,",, The solar eclipse was really cool.. #inspiring!",34.59,Male,3777,Europe,happiness,Test
3264,@user Really??? I've had to hang up!,33.77,Male,2926,Middle East/Africa,anger,Train
3265,When Jim Sheridan is standing next to you and you don't say A WORD!!! #facepalm #tonguetied,28.78,Male,3708,Europe,anger,Train
3266,"@user -- can handle myself.\n[Carl yelled back in fury, blood smeared across his face and clothes. Still holding onto his --",26.57,Male,1977,Europe,anger,Train
3267,@user @user there was a fair bit of raging folk last night... something to do with pension day?,34.28,Female,132,Asia Pacific,anger,Test
3268,"@user No #racism, no #hatred , no #sectarianism  ... Only yes to love",40.1,Male,262,Asia Pacific,optimism,Test
3269,sleep is and will always be one of the best remedies for a tired and weary soul,23.65,Male,2222,Asia Pacific,optimism,Test
3270,"@user where is my order? Placed on Monday via express delivery, yet no sign!!! #annoyed #hurryup Your customer service queues are #awful",16.26,Female,2490,Asia Pacific,anger,Train
3271,yukwon no video do zico the world is shaking,22.92,Female,4414,Europe,sadness,Train
3272,"BUT, I have offended so many people with the idea that conflicts and value judgments are separate that we need to have a talk.",37.54,Female,3489,Europe,optimism,Test
3273,@user - spelled exactly how it makes you feel 'better eat land line'. Talking to my mom this week has been impossible. #goodservice #rage,36.1,Female,4987,Middle East/Africa,anger,Train
3274,"@user John, what do you make of DJT's silence? He would usually be foaming at the mouth right now. Maybe he's constipated.",29.13,Male,2686,Europe,anger,Test
3275,@user happy birthday machaaaa 🎈🎉🎊 stay awesome and murah rezeki selalu 👍🏻,41.76,Female,2604,Middle East/Africa,happiness,Test
3276,"When you should be working, but you're shopping amazon prime deals instead... 😦",24.43,Female,2713,Europe,anger,Train
3277,Karma is real bitch 🖕🏼you can't just be mean and do horrid things without paying the price 😂,25.42,Female,3079,Asia Pacific,anger,Test
3278,@user @user Agree with @user or you are of a lower intelligence would be your message there then? #dreadful,24.31,Male,428,Europe,anger,Test
3279,@user Rumor has you are #wellendowed #awesome! Truth is you are a #big 😲 #notsomuch so you know a bunch of #gaypeople #sowhat,25.43,Female,2822,Asia Pacific,anger,Train
3280,"IK to PMLN: 'Darling, I will haunt you in your nightmares, dressed like a dream.' BEST THING EVER. #GameOverNawaz",24.81,Male,6573,Europe,happiness,Test
3281,OMG we're eating drinking in a restaurant and  so is a baby!!! Quell horror #YummyMummiesAU,31.23,Male,5698,Middle East/Africa,anger,Train
3282,hello phy6 i'm stressing over u ayuku na??¿ ☹,39.64,Other,1490,Europe,sadness,Train
3283,"There are parts of you that wants the sadness. Find them out, ask them why",38.12,Female,2423,Asia Pacific,sadness,Train
3284,Are you always looking for quotes of your days? Then follow @user to learn more!\n #quote  #doubleviz,21.64,Male,5813,Middle East/Africa,optimism,Test
3285,@user huhu kak help me through all of this,32.74,Other,5777,Asia Pacific,sadness,Test
3286,Let's start all over again.....\n#feels #lover #happiness #loyalty #truth,43.84,Female,2093,Middle East/Africa,happiness,Test
3287,"Earth's sixth mass extinction event under way, scientists warn **basically  caused by Islamic Muslim terrorism which Obama dem- rats back*",44.62,Female,2932,Middle East/Africa,anger,Test
3288,Some days I feel like I'm going to accomplish everything I've ever dreamed.  Today is not one of those days #nomotivation #rainyday #gloomy,18.0,Female,273,Americas,sadness,Train
3289,"For every one concept I try to cram into my brain, I feel like I'm pushing out three. #panic",19.33,Female,5005,Europe,sadness,Test
3290,“The #optimist proclaims that we live in the best of all possible worlds; and the #pessimist fears this is true.” ~ James Branch Cabell,29.85,Male,3183,Middle East/Africa,optimism,Test
3291,Red Sox fans are #mad #onhere - it's almost like their All Star relief pitcher and 1st baseman both left with injuries in this game 🤷🏻‍♀️,36.08,Female,3035,Middle East/Africa,anger,Train
3292,@user - @user has occupied one full lane for toll collection permanently resulting in traffic snarl everyday on UP Link Road,35.45,Female,1156,Asia Pacific,anger,Train
3293,"I've never been happier. I'm laying awake as I watch @user sleep. Thanks for making me happy again, babe.",26.06,Male,2141,Americas,happiness,Train
3294,#Overheard: 'I don't really like dogs.' I DON'T FEEL SAFE IN THIS PLACE. Clearly a hostile environment!  #bigly #covfefe #TrustNoOne,35.84,Male,1895,Middle East/Africa,anger,Train
3295,@user Hahaaa! Was fuming with that 😞😂,36.07,Male,583,Asia Pacific,anger,Train
3296,@user lel I already know the whole plot dont worry I would have warned you :D man... Cid tho... That bitch slapped Gabranths hand away,25.87,Female,3735,Europe,anger,Train
3297,"Aw, bummer. @user (Maura Rankin) blocked me for calling her out as a #bully. Some people just #CantHandleTheTruth, can they?",38.6,Male,1375,Europe,anger,Test
3298,@user is the man,31.63,Female,3150,Middle East/Africa,happiness,Train
3299,"Gorkas is angrily unhinged, &amp;lecturing CNN on what?they should cover demanding they go after Hillary Clinton instead of Trump.",21.73,Other,2786,Americas,anger,Test
3300,"Request MRI 2 years ago, Neuro only requested last year, I'm still waiting on appointment  #mssucks #healthcareFail",36.38,Female,2857,Asia Pacific,anger,Test
3301,@user @user a serious character flaw. Nowhere close to @user,42.59,Male,404,Middle East/Africa,anger,Train
3302,"'I have a problem with authority.'\n\n'Oh, you mean you hate being told what to do?'\n\n'No. Authority figures just terrify me.'\n\n#SocialAnxiety",27.26,Male,1383,Europe,anger,Test
3303,@user Improve on the makeup dear to avoid reduction in viewership...,14.02,Male,3173,Europe,sadness,Train
3304,omg i'm soooo fucking fuming,37.37,Female,2354,Asia Pacific,anger,Train
3305,Pages like AjPlus profit off our outrage... they serve no purpose other than to show us shit that pisses us off. Don't need that negativity,29.65,Male,4286,Americas,anger,Test
3306,Trying my hardest not to curse people off. I look annoyed for a reason don't tell me to smile bitch!,34.88,Male,2168,Middle East/Africa,anger,Train
3307,@user please get Sebstian Gorka off of my tv.  The whole trump admin. needs to stop deflecting by talking about Hillary.  #awful,48.49,Male,4979,Americas,anger,Test
3308,@user I have at 7am so I have to get up around 5am to get ready! N also 7am classes are never pleasant 😭,34.83,Male,2111,Asia Pacific,sadness,Train
3309,@user Couldn't have delivered without you @user - #inspiring #partnership #women,28.96,Male,2209,Americas,optimism,Test
3310,"“Let us not become weary in doing good, for at the proper time we will reap a harvest if we do not give up.”\nGalatians 6:9 NIV",24.5,Female,4177,Americas,optimism,Test
3311,omg they said kyungsoo looked gloomy and his instant smile after that i'm melting,32.8,Male,3146,Americas,happiness,Train
3312,@user agreed but it had tessie by dropkicks playing outside of gameplay.  #awful,46.04,Male,2969,Americas,anger,Test
3313,@user @user @user FYI speed trap on I-75/I-475 NB.Changes to 50 Mph . Slow down or receive a $120 ticket in mail! #angry,34.77,Female,1258,Americas,anger,Train
3314,love to see them interacting 😸🙏 #itsbeensolong #laughing,24.17,Female,797,Asia Pacific,happiness,Train
3315,@user I don't know my mouth was burning the whole time,29.54,Male,2041,Asia Pacific,sadness,Test
3316,A woman is sterilised because she is certain that she doesn't want children. What exactly is there to discuss? 😠 #LooseWomen,19.55,Female,3989,Europe,anger,Train
3317,"Not only was @user and @user responsible for the unnecessary outrage of this movie, but made the director @user look bad",36.6,Other,1977,Americas,anger,Train
3318,"This the way I rage, \n\non sum wopstar shit ⭐️",24.91,Male,6316,Americas,anger,Train
3319,#happy #birthday #day trip #great day #super nice weather #blue sky #good mood #fun #love #ice cream #lycklig #födelsedag #öland,54.22,Female,2685,Asia Pacific,happiness,Train
3320,@user Yeah funny and sexy 😍,52.43,Male,4472,Middle East/Africa,happiness,Train
3321,#depression is a condition which will affect an estimated one in five of the population at some point in their lives,26.8,Female,5316,Middle East/Africa,sadness,Train
3322,"@user I Feel sick reading this, when does it end? #dread #civil war? #sad",23.93,Male,3251,Middle East/Africa,sadness,Test
3323,@user 😂 He looked like a sea weed version of cousin IT from adams family and was reaaaally tall.,56.37,Female,5274,Asia Pacific,happiness,Test
3324,how i drink two 40s and im still somewhat sober ?,19.38,Female,1757,Europe,happiness,Train
3325,Oh Canada 🇨🇦 shouldn't be sung like that. #terrible #MLBTHESHOW17,26.81,Female,497,Middle East/Africa,anger,Train
3326,Mima tremendous at bringing the noise.,42.14,Other,1101,Asia Pacific,happiness,Train
3327,@user Lol nah u subscrib 4 R60/pm. N pay R3 each day thus anada R90/pm. Lol stream n use de app using ur data. #smiles,56.77,Female,2305,Americas,happiness,Train
3328,"Damn twitter making everybody mad, it's hilarious 😂",47.37,Female,3801,Europe,happiness,Train
3329,this #overcast #cloudy #rainy weather makes me #lazy #glum and #sad,34.59,Female,1387,Middle East/Africa,sadness,Test
3330,this person hasn't uploaded episode six or seven of the lodge and i'm,36.15,Female,205,Americas,anger,Test
3331,@user That'll be Madrid throwing a huff over Morata and De Gea. Fuck them,43.09,Male,3499,Americas,anger,Train
3332,I think #Saudis are responsible for most of the #islamic #terror in the world. Both with their #Wahhabism and by financing terrorists …,31.71,Female,1799,Americas,anger,Test
3333,🔝 #love #instagood #photooftheday @user #photoeveryday #cute #picture #beautiful #followme #happy #follow #fashion #pic #picoftheday,47.43,Male,4589,Americas,happiness,Test
3334,Of course I've got a horrible cold and am breaking out 2 days before grad 👍🏼👍🏼👍🏼👍🏼👍🏼,38.3,Other,4082,Americas,sadness,Train
3335,@user @user You are a man after God's heart and I am proud that you are my president.  #BlessedAndGrateful #awesomeness,53.74,Female,1411,Americas,happiness,Test
3336,"@user @user if I catch you making tea with water boiled up to 100 degrees, there will be dire consequences",34.73,Male,1095,Asia Pacific,anger,Test
3337,@user Wise you mean? 😅,54.73,Other,4968,Asia Pacific,happiness,Train
3338,@user big revenge guy,40.02,Other,2193,Europe,anger,Train
3339,Remain attached to God during your happiness and during your sadness.,42.68,Female,402,Americas,optimism,Test
3340,"@user Jen, awful funny how the tide has turned on this show! I am elated and amused! Goes from love fest to oh we have collusion!",28.17,Male,3272,Americas,happiness,Test
3341,Odd watching #Antifa extremists going full spectrum to become Fascists\n\n#Violence #Hate #angry #Clueless #YOUTH in mom's #basement come out,34.32,Female,2362,Europe,anger,Test
3342,#Work not to,36.02,Female,718,Asia Pacific,sadness,Train
3343,@user @user I'm fuming that you're fuming 🙄 #fuming,45.95,Female,2284,Europe,anger,Test
3344,@user @user @user I bet he needed to take an anime break and drink a Zima after all the furious typing.,43.8,Female,384,Americas,anger,Test
3345,@user Exhausting for us. Imagine being so tightly wrapped that you're writing these 'think pieces' at such a furious rate. #medicated,39.33,Female,3416,Europe,anger,Train
3346,Haven't been on a holiday abroad in two years how depressing is that btw☹️,27.61,Male,3618,Americas,sadness,Test
3347,sardonyx expresses herself through supporting the team with your incredible yo-yo skills and depression okay,34.43,Male,4357,Europe,sadness,Train
3348,@user OMG poor you! It happened to me last summer. I saw my under skin 😰,33.24,Other,1896,Asia Pacific,sadness,Test
3349,"The patients were increasingly protected during heart attacks, chains have encouraged smoke, anger and hundreds of new hospitals.",37.39,Male,3764,Europe,happiness,Test
3350,@user you look shook! #afraid #shook #impeach #youaregoingdown,33.56,Female,4989,Americas,anger,Train
3351,Just added a copy of CANDIDE to my local Little Free Library &amp; a guy grabbed it literally 5 seconds later #optimism #BestOfAllPossibleWorlds,46.11,Male,1924,Asia Pacific,optimism,Train
3352,I feel so intimidated talking to chicken now that I know how pretty she is,33.34,Female,2508,Europe,happiness,Test
3353,@user (c) grew with resentment for herself and the world around her.\n\nHer spine tingled as she heard the incessant clicking of a (c),51.69,Other,4274,Asia Pacific,anger,Train
3354,@user are we in for Lemar even though wenger was very coy about him in his press conference,20.79,Female,3272,Europe,happiness,Train
3355,"My mother-in-law, in a fit of #rage, referred to someone as a 'yo-yo'.\n#yoyo #motherinlaw #amirite #fitofrage",29.15,Female,5551,Europe,anger,Test
3356,"@user Maybe don't nom so many raging dicks, Donny!  Jeez, it's like teaching a baby to fly a jet!",39.71,Other,4512,Americas,anger,Train
3357,You know your (numerous)meds have kicked in when you find stupid things highly amusing #BPDproblems #KeepTalkingMH  #mentalhealth,36.0,Female,3515,Europe,happiness,Train
3358,@user believe it! you can start your temper tantrum now/,26.2,Male,3244,Asia Pacific,anger,Train
3359,@user Really?? Because music analyzes your screenshots with my microscope too??? I didn't think so #offended,26.67,Male,3525,Americas,anger,Test
3360,#LT a mom let her kid pay for the bus. The kid dropped the coins. I'm boiling in rage. My face may be straight bu my eyes say IMGONNAKILLYA,36.4,Female,3836,Asia Pacific,anger,Train
3361,Don't grieve over things so badly..,35.66,Male,1794,Europe,sadness,Train
3362,"@user ballroom dancing class tomorrow, any advice for a first timer?",32.48,Female,3724,Asia Pacific,happiness,Train
3363,"you begin to irritate me, primitive",24.61,Female,4328,Asia Pacific,anger,Train
3364,"@user It's been a little Twitter saga lately. The tea thing is horrific, plus they never have fresh milk to put in it.",17.23,Other,1022,Europe,anger,Test
3365,Just #snorted #laughing @user #outtakes @user @user #hilarious Best duo ever! @user,30.73,Male,198,Middle East/Africa,happiness,Test
3366,They say ur a prdct of ur surroundings. A bit intimidated by the crazy amazing ppl I met @ @user @user @user @user,25.28,Female,438,Americas,happiness,Test
3367,Three more shifts then I start the next part of my tutorship in response #enjoyingthelastfewdays #excited #nervous #newchallanges,42.75,Female,2305,Middle East/Africa,happiness,Test
3368,This nightmare is nearly over gang gang gang,32.89,Female,193,Middle East/Africa,optimism,Test
3369,@user It's an evening for lying around doing feck all. Looks like an October evening down here #miserable,21.36,Female,101,Americas,sadness,Train
3370,"@user Goddess, that poor girl 🙁",33.35,Female,3253,Asia Pacific,sadness,Test
3371,i haven't had to speak maltese in over two years and now have relatives calling me about the trip and it's terrible 🙃,39.19,Female,4989,Asia Pacific,anger,Test
3372,@user i know 😰,27.76,Female,1886,Americas,sadness,Train
3373,"Cold sores are the worst. The second you smile or laugh, it's over. Blood everywhere",43.77,Male,3514,Middle East/Africa,sadness,Train
3374,@user Ganguly chose? It is Kohli's provocation which compelled Dada to pick that pretentious fuck.,32.07,Male,3434,Asia Pacific,anger,Test
3375,@user @user She is Right shld burn them alive 😡 it's even more better if they burn you with ur brothers 😠,63.99,Male,7240,Americas,anger,Test
3376,#unforgiveness lives in the #dark,26.14,Male,5764,Europe,sadness,Test
3377,@user shocked as well. but bc I cheer for another club in the swiss league…,47.05,Male,3646,Asia Pacific,optimism,Test
3378,@user They give awful service and you haven't got back to my complaint yet. Can you guess the airline? #dontflyBA #annoyed,36.61,Female,595,Middle East/Africa,anger,Train
3379,@user So are you saying there's a good chance that two teams might *gasp* finish last? One in the East and one in the West? #offended,34.08,Male,3131,Middle East/Africa,anger,Train
3380,"We're in the bathroom and you perch on the sink,\nI begin to infatuate, exasperate, resuscitate.",35.5,Female,1194,Americas,anger,Test
3381,Scared to leave the routine but excited to break out the mould 😖 #scared #confused #happy #undecided #excited,47.65,Male,4565,Americas,happiness,Train
3382,"Whatever you want to do, if you want to be #great at it, you have to #love it and be able to make sacrifices for it. #Quotes for you",26.91,Male,1363,Asia Pacific,optimism,Test
3383,That became obvious with the Morata saga. The fucking bitter old cunt turned down 70m for that sideman.,47.35,Male,3711,Middle East/Africa,anger,Train
3384,Signs of Incipient Faggotry are the arsehole quivering and puckering.,48.68,Male,871,Europe,anger,Train
3385,i'm nervous,36.62,Male,724,Asia Pacific,sadness,Train
3386,"'If you try to get rid of #fear and #anger without knowing their meaning, they will grow stronger and return.' \n― Deepak Chopra",24.43,Male,3528,Asia Pacific,anger,Test
3387,@user im sorry i voted jeans &lt;/3 u look banging who tf needs food anyway when ur a student existential dread feeds us,41.42,Female,2333,Americas,happiness,Train
3388,Hey @user would it be safe to assume that this is the most disappointing #madden in years in your opinion?,21.9,Female,3520,Americas,sadness,Train
3389,@user @user Yes it is. I especially love the ramble chat love when they go off topic for like ten minutes. #awesomeness,26.95,Female,536,Middle East/Africa,happiness,Train
3390,this weather = my mood ☔ #miserable,24.67,Other,1488,Asia Pacific,sadness,Test
3391,@user Why do you send me a sales email suggesting that I am procrastinating 'asking out Derek from accounts'?  I am male.,32.82,Female,2888,Middle East/Africa,anger,Train
3392,@user let that sink in,51.85,Female,4022,Asia Pacific,sadness,Train
3393,She doesn't know how to smile! So be it! #pissed 😏😒😠😡😤👀👄👊👎🙍💔,8.71,Female,4600,Europe,anger,Train
3394,"Humble yourself in the sight of the LORD. If we have died in Christ, then how can we be offended? A dead person cannot feel anything, right?",30.41,Male,2916,Middle East/Africa,optimism,Train
3395,Chiropractor time  #crackle #pop #chiropractor,44.22,Other,207,Middle East/Africa,happiness,Train
3396,u can get an oreo shake at burger king,43.75,Other,955,Americas,happiness,Train
3397,It takes a smoke detector 4 months to stop beeping if you were wondering how #lazy I am. #lol #funny #Comedy #laughs #CrackMeUp #hilarious,31.54,Female,3677,Americas,happiness,Test
3398,"@user Sir, what about 2G, 3G, 4G, Coalgate, scams Parliament Attack, Mumbai terror attacks despite intelligence input.",45.89,Female,4172,Europe,anger,Test
3399,watching that video and realizing that I've gotten uglier #depressed,31.72,Female,1927,Middle East/Africa,sadness,Test
3400,fuckfuckfuck my hands are shaking,27.74,Male,1328,Middle East/Africa,anger,Test
3401,dark lucha truly is the best,28.37,Male,2503,Middle East/Africa,happiness,Test
3402,@user @user yeah you have not been the perfect patient like I was #dread,42.44,Female,1873,Americas,anger,Train
3403,I'm so sick of that 'I'm done w. My ex na we're never getting back together' crap so You can get back together in like a month 😂,32.93,Male,642,Asia Pacific,anger,Train
3404,Come on blues #StateOfOrigin #Origin  #NSWBlues #nsw,35.75,Male,1080,Americas,optimism,Test
3405,@user Happy birthday cuzzo many blessing🙌🏾💪🏾🇳🇬💯#KeepGrinding #blessed,35.65,Other,6479,Asia Pacific,happiness,Test
3406,"@user don't #worry, froggy\nit will SOON be TIME for #FROGFEARFRIDAY!",43.21,Female,1374,Middle East/Africa,optimism,Train
3407,I'm legit in the worst mood ever. #annoyed #irritated,30.16,Male,1277,Americas,anger,Train
3408,"I think that Nuclear weapon and Cyber weapon are big threats, but I think that the bigger threat is Scalar weapon ...\n#scalar #threat",39.19,Female,320,Asia Pacific,anger,Test
3409,"Watching #ScottishOpenHeroChallenge from last night... Smoke, flames, tense sound effects and lively commentary.. #boring #dull #shite 🙈",23.1,Male,4727,Americas,anger,Train
3410,@user @user @user watching the #totalsolareclipse on ur channels right now #amazing what's happening in the #usa,29.36,Other,1864,Middle East/Africa,happiness,Test
3411,"faint glimpse of the circling stars. Presently, as I went on, still gaining velocity, the palpitation of night and day merged into one",12.94,Male,5433,Asia Pacific,happiness,Test
3412,"@user You made me laugh today when you told a caller to turn up the volume, that you weren't doing the #MarvinGaye thing #levity",45.3,Female,1790,Americas,happiness,Test
3413,'look at your face in a mirror... You are so fat and dark... You can't have lunch with us' #kids #meangirls #rude #insult,47.8,Male,2682,Asia Pacific,anger,Train
3414,I'm so angry,22.37,Female,293,Asia Pacific,anger,Test
3415,"my name is sara, im 20 years old and i cant believe boiling an onion is making me cry",20.82,Female,167,Asia Pacific,sadness,Train
3416,Looking for good news today...not finding any on Twitter. Bummer. 😢 #depressing #badnews,36.96,Male,4860,Asia Pacific,sadness,Test
3417,@user Jerrrrrr a woman is been stabbed in the face and now guys r arguing about her ass being real or not hehehee,38.32,Female,2335,Middle East/Africa,anger,Test
3418,"AJ ends up being a terrible character, but no one in his family ever actually speaks to him. He witnesses so much and just gets sent away.",31.0,Female,1771,Asia Pacific,sadness,Train
3419,"@user Like you said, its all propaganda against #Israel. Palestinian adults and their Govt are full of #hatred. So sad to see",25.99,Male,3837,Europe,sadness,Test
3420,I hung up on my manager last night 😭,52.2,Female,1696,Americas,sadness,Test
3421,@user Bro no you don't you'll be so dissapointed in me 😂 il let you read it next time you're down here tho 💁,33.08,Female,2976,Middle East/Africa,sadness,Test
3422,@user keep your head clear an focused. Do not let T intimidate you or use your children to silence you! Hate when a man does that!,28.72,Female,3013,Middle East/Africa,anger,Train
3423,If your only response to this current political crap show is 'but Hillary!!' Or 'but Obama!!' you need to start looking for a new argument.,26.32,Female,1339,Asia Pacific,anger,Train
3424,"@user Although I have a nice vulva, I choose not to intimidate other women with it.",27.07,Female,2496,Americas,optimism,Test
3425,every time i think abt hobi crying i start crying,31.36,Female,247,Middle East/Africa,sadness,Train
3426,Don't justify Terrorism as communal hatred. #AmarnathTerrorAttack is sheer Act of cowardice. Let's unite together against terrorism. Luv all,32.03,Female,197,Middle East/Africa,optimism,Test
3427,God bless him in Hong Kong! #ex,35.19,Female,3324,Europe,happiness,Test
3428,@user The best of make up horror story...,40.48,Female,4045,Europe,happiness,Train
3429,@user @user Naming India Lynchistan is not provocation terror is a provication even when terror has no religion.,37.58,Male,2360,Middle East/Africa,anger,Test
3430,"@user Why don't you try nominating qualified people; B.DeVos, T.Pruitt, R.Perry,etc...really? They are terrible!",20.92,Male,1237,Asia Pacific,anger,Train
3431,#GameOfThones how can you top that next week #heartbreaking,36.81,Female,926,Europe,sadness,Train
3432,"John 14:27\nLet not your heart be troubled, neither let it be afraid. #peace #afraid",22.95,Male,4901,Americas,happiness,Test
3433,@user At least smile a little holy crap Twiggy.,19.92,Female,4942,Asia Pacific,anger,Train
3434,"we will send video to proper agency ,state workers harass the public to fuel the ego of Scott Arniel  and trial court what the bleep #bully",44.06,Other,5,Europe,anger,Train
3435,@user Your majority is 635 members of the public- believe me you have offended rather more than 635 voters!,50.13,Female,2600,Asia Pacific,anger,Test
3436,@user @user no it was a selfie of him from seven months  ago look at the top left of the snap people,12.28,Female,1067,Americas,happiness,Test
3437,Do you ever just get so excited that you're trying to sleep &amp; just can't even close you eyes😁like I really need this catnap but #excitement,40.55,Other,3544,Americas,happiness,Train
3438,Fools! Little did you know that getting angry and trusting your instincts by walking right into my trap was a mistake!,19.43,Female,2975,Asia Pacific,anger,Train
3439,"Just know USA, all Canadians don't agree with what Khadr's settlement and his unwillingness to take responsibility for his actions. #outrage",37.66,Male,3266,Europe,anger,Test
3440,feeling like a grim reaper all day hehehe\n9 days pa 🎩✉️,19.11,Male,1956,Europe,sadness,Test
3441,"@user Ha, sadly not: just the undying respect of your peers, I'm afraid...",33.7,Male,2875,Middle East/Africa,sadness,Train
3442,Look at this little guy! He is connecting to his magical self.😇\nWhat do you do to keep life magical?🌈 @user #magical  #be,22.61,Female,91,Americas,happiness,Test
3443,@user The GOP controls the Senate. Blaming the Dems seems #sad.,28.7,Male,1289,Middle East/Africa,sadness,Test
3444,Life is too short to hide your feelings. Don't be afraid to say what you feel.,30.68,Female,1758,Middle East/Africa,optimism,Test
3445,#Sleep is my #drug. My bed is my dealer. My #alarm is the #cops. #School is the #jail. #TeamFollowBack,35.07,Female,3349,Asia Pacific,happiness,Train
3446,"@user Oh no, jumper on again, has it turned colder? 😟 Have a terrific day🙋🏼🌸🌼🌻💕💕",46.3,Male,3852,Asia Pacific,happiness,Train
3447,"and every time i cry hard, fear blankets me",23.96,Male,1352,Europe,sadness,Test
3448,the thing about living near campus during the summer is that it's a ghost town but now everyone is back and im #annoyed,30.2,Female,309,Americas,anger,Test
3449,get u a goofy shorty w/ a big heart &amp; a anger problem..,45.85,Female,6440,Americas,anger,Train
3450,@user sad day Danny 😓you have been and still are a true Leeds rhino you have been brilliant at the club I will miss you,42.91,Female,606,Europe,sadness,Train
3451,"The one most important thing we forget. That we need to denounce terrorism, not stoke communalism  #AmarnathTerrorAttack",27.69,Female,720,Europe,anger,Test
3452,I fw @user he don't hesitate to speak his mind,23.06,Female,2809,Americas,optimism,Train
3453,"@user Ah that's a neat idea, will check that out - might makes me more depressed about my slowness tho 🤣",27.93,Female,5246,Asia Pacific,sadness,Train
3454,"Negative self-talk in #depression can extend to sleep, with catastrophic thinking about the impact of poor sleep fueling insomnia.",52.91,Male,4060,Americas,sadness,Test
3455,Mentally suffered #iwanttodie #worthless #lifewithoutcolor  #pain #suicidal,32.56,Male,5465,Europe,sadness,Test
3456,So exhausted I could cry 😭,49.56,Female,1342,Americas,sadness,Train
3457,@user @user @user You need a new tactic post-Trump/Brexit. Hurling that insult around no longer works I'm afraid.,14.91,Male,4489,Americas,anger,Test
3458,#Thoughtoftheday: 'Perpetual optimism is a force multiplier.' - Colin Powell #quote #optimism #positivity,30.06,Male,1489,Middle East/Africa,optimism,Test
3459,Part of #danielhive #insecure i got you,41.11,Male,4750,Asia Pacific,sadness,Train
3460,"If I were my own republic, I would declare war on patchouli incense.",24.02,Male,1629,Europe,anger,Test
3461,"So, if you have a really tiny penis, get help, but please don't try to compensate on the road  #bigcar #tinypenis #roadrage",24.64,Female,3586,Middle East/Africa,anger,Train
3462,'Florian Picasso - Final Call' is raging at ShoutDRIVE!,17.9,Female,5336,Asia Pacific,anger,Train
3463,"He is holding her so close, wrapped his hands around her shoulder, she is holding them and they're both smiling. I'm still living. ☺️",59.16,Female,2777,Asia Pacific,happiness,Train
3464,So apparently one of your bus drivers has a grudge against me @user I was passed while waiting for it to stop. Real service there..,24.6,Male,2093,Asia Pacific,anger,Train
3465,"#YummyMummiesAU Are you serious! Breastfeeding should be illegal?! You breathing our air should be illegal, dumbass! #stupid",35.97,Male,197,Europe,anger,Train
3466,No offense to the girl next to me but dousing yourself with cheap cologne won't hide your rank smell,32.62,Female,5973,Europe,anger,Test
